id,text,company,positive,negative,notr
145,"Amazon Almanya üzerinden 26 Mayıs 2024te satın aldığım ürünün Almanya'dan kargoya verilmesi 5 Haziran 2024ü buldu. Almanya'dan Türkiye'ye kadar gelmesinde bir aksilik olmadı ama kargo firması olarak kolay gelsin atanmış. Kolay Gelsin şirketine ulaştığımda da bulunduğunuz bölgeye hizmet veremediklerini söylediler. Bugün itibariyle halen Amazon tarafından belirlenmiş kargo şirketinin ürünümü teslim alıp başka bir kargo şirketine ulaştırıp onların da bana teslim etmesini bekliyorum. Ürünle ilgili birkaç gündür herhangi bir bilgi yok, konuşmadığım müşteri temsilcisi kalmadı. Yardımcı olmak isteseler dahi 3. Taraf şahıs/şirketler nedeniyle onların yapabildikleri de sınırlı. Kaç senelik Prime üyesiyim buna rağmen ne şubesi olan ne de olduğum bölgeye dağıtım yapan bir şirket yoluyla mağdur ediliyorum sanki amazonun kendi teslimat yolları yokmuş gibi",,,,
146,"TurkNet'ten evde internete başvurdum, verdikleri şifre sayfası açılmadığı gibi müşteri hizmetlerine de bağlanamıyorum. Yardımcı olmuyorlar. Sadece başvuruyu onaylayana kadar muhatap oluyorlar. Sanırım bir de 'aradık, ulaşamadık' diye mesaj gönderiyorlar. Hizmet kalitesi sıfır, yazıklar olsun. Kaçıncı yüzyıldayız, uğraştığımız şeylere bakın. Paramızla rezil oluyoruz.",,,,
147,"MNG Kargo, bildiğimiz gibi 2 gündür kargo almaya geleceklerini söylüyorlar ama gelmiyorlar. 2 gündür evden çıkmıyorum, geleceğiz diyorlar ama yok. Bıktım, usandım artık. Bu şubeden bir şey alacağım zaman, MNG Kargo ise satıcıdan rica ediyorum, başka yerden gönderin, ödemesini yapayım diye. Her şeyi geçtim, neden yalan söylüyorlar? Gelmeyeceğiz desinler, başımın çaresine bakayım. Bayram üzeri mağdur olduk yine, her zamanki gibi.",,,,
148,"Zara internet sitesinden özelleştirilebilir çanta siparişi verdik. Bugün teslim aldık, ancak çantanın iki tane sapı varken biri eksik geldi. Paketin içerisinden çıkmadı ve çantanın bazı yerlerinde lekeler var. Aynı şekilde ipleri hep dışarı doğru çıkıntılı. İplerle baş edebiliriz, yakıp kısaltırız ama leke kısımları ile uğraşmak zorunda mıyız? Ayrıca ürün eksik gönderilmiş. İnternet sitesi üzerinden müşteri hizmetlerinden bir temsilci ile durumu paylaştım. Mağazadan iade işlemi gerçekleştirebileceğimizi söyledi. Özelleştirilmiş ürün olduğunu belirtmeme rağmen. Ankamall mağazasına geldik. Yaklaşık 35-40 dakika iade ve değişim sırası bekledikten sonra kasadaki çalışan mağaza yetkilisini çağırdı durum için. Mağaza yetkilisi bize eksik kulpu şimdi vereceğini ama değişim yapamayacağını söyledi. Biz keyfi bir değişim talep etmiyoruz, ürün hem eksik hem de kusurlu geliyor diye üzerine basa basa söylememize rağmen mağaza sisteminin bu değişime izin vermediğini söyledi. Daha sonrasında ürünün eksik kulpunu getirdi ve yüzümüze bile bakmadan ve hiçbir şey söylemeden, sanki kafamıza atar gibi, ürünün kusurundan ve eksikliğinden biz sorumluymuşuz gibi gitti. Bir daha Zara mağazasının önünden geçmeyecek ve yakınlarıma da durumu anlatıp geçmemelerini söyleyeceğim.",,,,
149,"Karaca Orion mağazası kapanış saati 22:00 görünmesine rağmen sevgili müdüre hanım kasayı 20dk erken kapattığı için alışveriş yapamadım. Kendisi kasa sayımının ancak bittiğini işinden zamanında çıkabilmek için bunu yaptığını söylüyor. Kendisine başka ilçeden geldiğimi, kapanış saatlerine güvenerek alışveriş yaptığımı söylememe rağmen yardımcı olmadı. Asla memnun değilim müşteri memnuniyeti ve üslup sıfır!",,,,
150,"Merhaba,08.06.2024 tarihinde Turkcell Superonline internet başvurusu yaptım. 10.06.2024 tarihinde kurulumunun gerçekleşeceğini bildirdiler. Bugün 13.06.2024 ve ne arıyorlar, ne de bilgi veriyorlar. Müşteri hizmetlerini aradığımda kurulum ekibinin aradıklarını ve ulaşamadıklarını söylüyorlar. Beni arayan olmuyor. 4 gündür beni boşu boşuna evde beklettiler. Ve sonuç olarak kurulum talebimi iptal ettim. Sanırım yeni bir müşteriye ihtiyaçları yok diye düşünüyorum.",,,,
151,"3 gündür elektrik hizmeti sağlanmıyor. Konu ile alakalı bir muhatap yok. Yıl olmuş 2024, faturayı geciktirince kesmeyi biliyorsunuz ama 3 gündür sağlayamadığınız hizmetin hesabını verecek bir muhatap yok. Gerçekten şu elektrik işinin tekel olması kadar saçma bir uygulama yok.",,,,
152,"Çok ilginç bir marka! 1 haziranda ürün aldım. Gelen mailde 3 ve 5 iş gününde kargoya verilir diyordu. 10 Haziran oldu hala kargo yok. WhatsApp hatlarına mesaj attım. 11 Haziran oldu mesaja dönüş yok. Numaralarını 3 kere aradım cevap vermediler. Instagram dan mesaj attım cevap vermediler. En son artık son gönderilerine yorum yaptım. Çok kısa bir süre sonra bir de baktım Instagram'dan mesajlarıma cevap verdiler. Tabii gönderiye yaptığım yorumu silmişler. Olur mu markalarının imajı bozulur! O an mesajlarıma cevap verdiler 14 Haziran Cuma günü ürün kargoya verilecek dediler. Bugün tekrar mesajlarıma zorla cevap verdirdim. Şaka gibi bir şekilde 26 haziranda kargoya verileceğini söylüyorlar. Bu kadar kendini kaliteli sanıp, bu kadar iş ahlakına sahip olmayan bir marka görmedim. Biz de yerli markalara destek vermeye çalışıyoruz. Cumartesi gününe kadar ürünümün kargoya verilmesini istiyorum!",,,,
153,"VakıfBank mobil uygulaması ile 13/06/2024 tarihinde kredi hesap numarası 00158007312176347 olan ve 70.000 TL tutarında kredi kullandım. Hesabımdan 'VakıfBank Kazandıran Tarife' adı altında 2362,50 TL kesinti yapılmıştır. Bahsi geçen sigorta ve sigortacılık mevzuatıyla ilgili Bankacılık Düzenleme ve Denetleme Kurumu (BDDK) yönetmelikleri, 6502 sayılı Tüketicinin Korunması Hakkında Kanun ve Borçlar Kanunu'nun 20. maddesinin 1. fıkrasında tanımlanan 'Genel İşlem Koşulları' hükmü gereği tutarın müşteri hesabına iadesi gerekmektedir. Bu bağlamda, çekmiş olduğum ve zorunlu olarak kabul ettiğim kredime ait söz konusu 'Kazandıran Tarife' adı altında kesilen 2362,50 TL ücretin iptal edilerek ilgili ücretin hesabıma iade edilmesini talep ediyorum.",,,,
154,Sorgun Kayseri 18.00 otobüs saat 19.00 da geldi ve gereksiz yere oyalanmalar yapıldı mağdur etti o kadar insanı şoför hiç rahatsız olmuyor bu durumda 2 saatte gideceğimiz yere 3 saatte hatta gecikmesiyle beraber 4 saatte vardık. Ayrıca klimalar da çalışmıyordu rezil olduk otobüsün içinde. Bu ne biçim sorumsuzluktur.,,,,
155,"Feribotlines firmasından 5-7 Temmuz tarihleri arasında Sakız Adası için tur aldık. Aracı da aynı yerden eklettik fakat parası 8 Mayıs'ta çekildiği halde hâlâ bana araç için dönüş yapılmadı. Arıyorum, açan yok; maile dönülmüyor. Instagram'dan yazdım, yine cevap yok. Süre de az kaldı. Olmayacaksa bari başka yerden araç ayarlayayım. Paramı versinler, kimseye ulaşamıyorum.",,,,
156,Yaklaşık 12 aydır internetimiz yok ve her aradığımızda 3 iş gününde arıza giderilecek deniyor. Ve karşı binamızdaki internet çalışmakta olup bizim sıradaki 2 ev interneti çalışmıyor. Bununla ilgili her gün müşteri hizmetlerini arıyoruz ve hiçbir sonuç alamıyoruz,,,,
157,A jet hava şirketinden almış olduğum biletimde tarih değişikliği yapmak için Türk hava yollarını aradım çünkü orasını aramam gerekiyordu. Çağrı merkezindeki herkes farklı bilgi verip kafalarına göre işlem yaptılar. 5 dakikalık gecikme için biletimi değiştirdi hiçbir bilgi vermeden ve bilet değiştirme hakkım yok oldu. Şikayet dilekçesi yazıldı ve üçüncü şahıs yazdı diye dosyayı kapattılar. Çağrı merkezi hiçbir şekilde sorunu çözmüyor yetkili görüşmek istediğimizde yardımcı olmuyorlar. Türk Hava Yolları müşterilerini mağdur ediyor.,,,,
158,"Asla dönüş sağlanmıyor. Kargoya verilen ürünün ne zaman elimde olacağını öğrenmek için sadece iletişim sağlamaya çalışıyorum. Hiçbir yerden iletişim sağlanmıyor. Bu nasıl bir işletme şekli anlamadım. Instagram'da mesajlar iletilemiyor bile. Rica ediyorum, sadece ürünümün ne zaman elimde olacağı hakkında bilgi verirseniz sevinirim.",,,,
159,"Merhaba, Bu otelde yaklaşık 10 gün önce kaldık. Her şey güzel gidiyordu ancak son gün çok hastalandım! Oteli ve acenteyi arayarak durumu bildirdik. Erken çıkmamız gerekliydi. Eğer otel onaylarsa acente iademizi gerçekleştirebileceğini iletti. Otelle görüştüğümüzde de geçmiş olsun diyerek iade yapacaklarını ilettiler. Otelden çıkış yaptık ve 10 gündür otel bu iadeyi yapamayacağını söylüyor. Politikalarına aykırıymış?! 10 gündür bununla uğraşıyoruz. Maalesef bize verilen söz yerine getirilmiyor!",,,,
160,Hem bedeni yanlış göndermişler hem de rengini! Yazıyorum görüldü atılıyor. Bu ne kendini bilmezlik. Müşteri memnuniyetinin hiçbir değeri olmayan boş bir butik... Bu kadar da olmaz ama işinizi hakkıyla yapın kardeşim. Nereye şikayet etmem gerekiyor bu butiği?,,,,
161,"Sonu 3329 ile biten kartımdan 12 Haziran 2024 tarihinde 413 TL yıllık kart ücreti kesilmiştir. Ücretin iptal edilmesini ve kartıma iade edilmesini talep ediyorum. Çeşitli tüketici mahkemeleri ve Yargıtay kararlarıyla kredi kartı aidat ücretlerinin haksız şart niteliğinde olduğu ve tüketicilerden tahsilinin haksız olduğu sabitlenmiştir. Ayrıca, Yargıtay 13. Hukuk Dairesi tarafından verilen 2011/4736 esas ve 2011/11579 sayılı son karara göre yıllık kart aidatının Borçlar Kanunu'nun 125. maddesi ve Hukuk Genel Kurulu'nun 2010/1-93-88 sayılı kararı uyarınca on yıl geriye dönük olarak tüketiciler tarafından talep edilebileceği hükmü kesinleşmiştir. Bu çerçevede ve yukarıdaki gerekçeler doğrultusunda; karşı taraf ile aramda tanzim edilmiş kredi kartları üyelik sözleşmesinin 10. maddesinde kart ücreti alınacağı belirtilmişse de, 4822 sayılı yasa ile değişik 4077 sayılı Tüketicinin Korunması Hakkında Kanun'un 6. maddesi gereğince, bu sözleşme önceden hazırlanmış, standart bir sözleşmedir. Dolayısıyla sözleşme koşulları benimle müzakere edilmemiştir. Sonuç olarak sözleşmenin 10. maddesi QNB Finansbank tarafından tek taraflı olarak sözleşmeye konmuş, haksız bir koşuldur. Aynı sözleşmenin 10/son maddesi ile de karşı taraf ücret ve faizlerin miktarlarını tek taraflı olarak artırabilme yetkisini kendisinde saklı tutmaktadır. Bu hüküm dahi 4077 sayılı kanunun 6. maddesi ve 5464 sayılı yasaya aykırıdır. Bu nedenle alınmak istenen üyelik ücretinin haksız olduğuna ve tarafımdan itiraz kaydı ile ödenen bedelin bir sonraki hesap ekstresinden mahsup edilerek iadesi yapılmasını istiyorum. Aksi takdirde alacağımın faiziyle birlikte tahsili için her türlü mahkeme masrafları ve avukatlık ücretlerini bankanızdan tahsil etmek üzere yasal yollara başvuracağımı bildiririm.",,,,
162,Biz arkadaşımızın önerisiyle TurkNet kullanmaya başladık fakat son 2 haftadır interneti kullanamıyoruz. İlk önce biri geldi kablo çekin dedi daha sonra ADSL kutusu komple bozuldu ondan önce çalışıyordu. Kutu bozuldu hiç çalışmadı daha sonra tekrar aradık kutu bozulmuş dediler ve hiç yardımcı olmadan gittiler. İki hafta oldu ne arayan var ne çözüm üreten. Faturayı ödüyoruz fakat geri dönüş bile yapılmadı. Arıza kaydı oluşturdum 20 tane sürekli saçma saçma şeyler. Çalışan kutumuzu bozdunuz. Her yere şikayet edeceğim. Uğraştığımızla kalıyoruz. Bu durumu derhal düzeltin,,,,
163,"Bir kere alışveriş yaptım. Tövbe daha gitmem. Milletin parasına yazık. Gidene de engel olurum. Çocuğa kıyafet aldım, başka model beğenmedik, iade edeceğiz. Aaa, ne desinler, 'İade yok, değişim var.' Köy bakkalı mısınız, sizde iade yok diyorsunuz?",,,,
164,"Trendyol aracılığı ile aldığım Saat & Saat'ten Skechers marka saat 13 Mayıs 2024 tarihinde elime ulaştı ve kullanmaya başladım. Bundan tam 12 gün sonra, 30 Mayıs 2024'te saatin ekranının gittiğini fark ettim. Bunun üzerine Trendyol asistana, 15 gün geçmediği için değişim talep ettim fakat değişim yerine bana garanti kapsamında tamirat yapmam için Saat & Saat tarafından bir kargo kodu gönderildi. Kargo ile gönderdiğim saatim için yaklaşık 10 gün süre içinde inceleniyor mesajı aldım. Sonuç olarak bugün gelen mesajda saatin yedek parçasının bulunamadığı ve garanti belgesinin olup olmadığı gibi absürt bir mesaj aldım. Oysa ki aldığım saat faturalıydı ve hiçbir eksik olmadan tüm belgeleri ile kargoya vermiştim. Hem aldığım ürünü kullanamıyorum hem de bu sinir bozucu mağduriyeti yaşıyorum.",,,,
165,"31 Mayıs 2024 tarihinde mobil uygulama üzerinden sipariş verdim, 45 dakika sonra sipariş gelmeyince uygulamaya girdim siparişin iptal olduğunu gördüm. Kendileri bana siparişin iptal olduğunu bildirme zahmetinde bile bulunmayınca, 6 555 numaralı telefondan iletişime geçtim, siparişin iptal olduğunu doğruladılar. Ama kredi kartının çektiğini söyleyince o birkaç gün içinde iptal olur dediler. Ama iptal olmadı. 5 Haziran 2024 te aradım tekrar, geri iade yapılacağını söylediler 14 gün geçti kartıma iade de yapılmadı.",,,,
166,"Metro Turizm'den Sakarya-Adana arası saat 19.30'da 2+2 otobüs bileti aldım. Saat 21.50 oldu, hâlâ ne gecikme için arayan var ne de burada Sakarya Otogarı'nda bulunan yazıhane bilgi veriyor. 'Bekleyin, elbet gelir' deyip gülüyorlar. Bir daha Metro Turizm'den bilet almayacağım. Bu mağduriyeti sürekli yaşıyoruz.",,,,
167,Trendyol vasıtasıyla pizza huttan pizza ve 2 tane dondurma siparişi verdim. Fakat dondurma yerine 3 tane tavuk budu göndermişler. Yani dalga geçer gibi. Ve fişte de dondurma görünüyor. Dondurma yoksa iptal et but nedir yani ben tavuk yemeyen biriyim. Öylece duruyor butlar. Trendyol'la görüştüm onlarda ulaşamamışlar. Yani ilgisiz Pizza Hut. Paramın geri ödenmesini istiyorum. Ve Trendyol'un da böyle ilgisiz firmalarla çalışım ismini kirletmesin bence.,,,,
168,Şanlıurfa’dan Ankara'ya perşembe 21.35 uçağının rötar yaptığını havaalanına geldiğimizde öğrendik ve kimse bilgi vermedi. Mesaj gelmediyse diye bizlere soruyorlar. Saat kaçta kalkacak kimsenin haberi yok. Sorduğumuzda da bizleri azarlar şekilde konuşuyorlar. Aktarmalı uçaklarımıza yetişemiyoruz bunun için kimse yardımcı bile olmuyor. Ajet düzenli olarak bunu yapıyor ve ilgi alaka konusunda çok kötü.,,,,
169,60629840931 numaralı siparişimi cumartesi günü verdim. Teslimat tarihi 3 5 gün kargo günü olarak belirttikleri için siparişimi oluşturdum. Ve hala kargoya verilmedi. Ulaşmak için yarım saat hem telefon yoluyla hem de Online müşteri hizmetlerinden bekledim. Bayram nedeniyle kargo yoğunluğu varmış. Farklı firmalardan aldığım kargoların hepsi elime ulaştı. Aynı kargo yoğunluğunun onlarda da olduğunu kesin. Hatta siparişi Salı günü vermeme rağmen. Madem kargo süreçlerini hızlı olmuyor o zaman teslimat süresine 3 5 gün yazmayın bizde mağdur olmayalım.,,,,
170,5 Haziranda vermiş olduğum sipariş 7 haziranda Hepsijet'e verilmiş. Watsons ile görüşme sağladığımda beklemem söylendi fakat 6 gün oldu hâlâ kargom bir dağıtım merkezinden başka dağıtım merkezine gönderilip duruyor. Teslimatı yapılmıyor. Kargomu tüm İzmir'i dolaştırıp o şekilde getirmeyi düşünüyorlar sanırım.,,,,
171,"Antalya asat su faturası her ay düşük fatura geliyordu. Suyu fazla kullanmıyoruz. Her ay 50 60 TL arası gelen su faturam bu 367,65 TL geldi. Fatura tutarımın gözden geçirilmesini istiyorum. 1001651473 numaralı abonelik neden bu kadar tutar yansıtılma sebebini çok merak ediyorum. Yetkililerin bir an önce ilgilenmesini rica ediyorum.",,,,
172,Tekno kredi danışmanlık'tan kredi için başvuru yaptım. Kredi puanım düşük olduğunu durumu anlattım biz başvuruyu yapalım size onaylanıp onaylamadığı ile ilgili mesaj gelir dediler ve aradan on dakika sonra 50 bin başvuru yapmıştım 48 bin 372 TL onayladı diye mesaj geldi.Rapor parası istediler 750 TL yatırdım raporunuz hazırlanacak kredi çekersiniz dedi. Uzman bayan bugün de arayıp 4300 TL dosya masrafı istiyorlar. Bende vermedim.,,,,
173,"06/04/2024 tarihinde Opel Mokka aracımla Ramazan Bayramı öncesi kaza yaptım. 16/04/2024 tarihinde aracımı Opel servisi olan Mar Oto'ya gönderdim. Aracımın bir parçası gelmediği için bu tarihe kadar aracım orada kaldı. Kurban Bayramı'nın gelmesi sebebiyle ikame araç istedim, ancak hem Opel Türkiye hem de Mar Oto Opel servisi bu isteğimi kabul etmediler. 2 aydır bir parça için beni mağdur etmişlerdir. Aracım 2023 model olup, bu araçlarda parça temini Opel Türkiye distribütörüne aittir ve parçanın ne zaman geleceğine dair bir bilgi verilmemektedir. Beni mağdur etmişlerdir ve mağduriyetimi gidermek için ikame araç vermemişlerdir. Bu sebepten dolayı Opel Türkiye ve Mar Oto'yu şikayet etmek istedim. Bu araçlar satılırken yedek parçaları stoklarında olmayıp 2 aydan beri bir parça getirememişlerdir ve daha ne zaman geleceği de belli değildir. 45 iş günü aşkın süredir yetkili servis olarak parça temini ve hasar onarımı tamamlanmadığından aracın misli ile değişimini talep ederim. Aksi halde hukuki yollara başvurulacaktır. Gereğinin yapılmasını arz ederim.",,,,
174,"Bankkart Genç'te harçlık avans limitimi kullanıyordum ama bugün bütün alışverişlerde, marketlerde alışveriş yaparken reddediliyor. İşlem başarısız diyor, birkaç defa deniyorum ama hep aynı uyarıyı veriyor. Hiçbir şekilde alışveriş yapamıyorum. Lütfen en kısa zamanda çözülsün, rica ediyorum.",,,,
175,QNB Finansbank saha elemanının otomatik ödeme talimatı verirsek fatura başına 100 TL ParaPuan alacağımızı tam 8 adet talimat için 800TL alacağımızı söyledi. Banka elemanının yalan söyleyeceği aklıma gelmediği için kampanya şartlarını araştırmadan kabul ettim ve sonra internetten baktığımda bu kampanyanın 300TL ye kadar olduğunu gördüm. Veee sadece 100TL yüklendi hoş oda geçerli olacak mı bilmiyorum. Bu saatten sonra hiçbir saha elemanına güvenmem sizlerde araştırmadan kabul etmeyin,,,,
176,"TEB kredi kartıma ait gecikmiş borcum vardı. 2016 yılına ait 1,16 TL kredi kartım kapalı olmasına rağmen içerisinde 1,16 TL borç kalmış ve tamamını ödedim. Ancak kartımın ayarlarına baktığımda kredi kartımda kısıtlama olmamasına rağmen limit yetersiz uyarısı alıyorum. 2016 yılından sonra TEB bankasına ait bir kredi kartı kullanmadım. Emekli maaşımı TEB bankasına taşımayı düşündüğüm için yeniden bir kart başvurusu yaptım ve onaylandı. 40.000 TL limit ile gönderildi. Yeni şifre belirledim fakat yine kredi kartımı kullanamıyorum. Lütfen bu durumun en kısa zamanda düzeltilmesini rica ediyorum.",,,,
177,"Aylarca uğraşıyorum, sonunda 'Evet, oldu.' dedim ve gördüm ki yanlış aboneliğime nakil yapılmış. Bu kadar yavaş bir sonuç görmedim. Bana özel mi bu, bilmiyorum. Yıllardır kullanıyorum, 2 aboneliğim var. 5199754 numaralı aboneliği bir türlü taşıyamadık. Nakil işlemi olmuyorsa nakil seçeneğini kaldırın.",,,,
178,Dün bunu aldım. Hangi modeli yaparsam yapayım bütün parçalar eksik çıkıyor. O kadar para veriyoruz buna. Hep 4-5 tane parça eksik çıkar mı her modelden?,,,,
179,"Hediye olarak gelen Stanley marka termosun içindeki içecekleri 26 saat sıcak tutma vaadini yetine getirmediği gibi 1,5 saatte açıkta bekleyen içecek ısısına düştüğü için Türkiye distribütörü Kutupayısı firmasına incelenmesi için gönderdim. Ürünün hiçbir sorunu olmadığı yönünde rapor oluşturmuşlar. O kadar reklamı yapılıyor ama herhangi markasız bir termos ile aynı seviyede hatta daha bile kötü en azından onlar bu kadar yüksek bir fiyata satılmıyor. Ürünümü de pazartesi soruyorum cuma göndereceğiz, cuma soruyorum pazartesi ye kadar göndereceğiz diyerek sürekli oyalanıyorum. Bahaneleri de 21 gün gün daha dolmamış, dolmasını bekliyorlar ve artık sorularıma da dönüş yapılmıyor. Çok ilgisizler müşterilerine karşı ve hiç yardımcı olmuyorlar. Termosumu hala ellerinde tutuyorlar, gönderimizi yapmıyorlar.",,,,
180,Bu Adıyaman park AVM de Armine mağazasına gittik saat 14.30 ve 15.30 arası ürün değiştirmek için gittik. Sadece bir ürün gösterip gittiler. Her birinin elinde telefon kimse ilgilenmedi. Sorumsuz ve ilgisiz bir mağaza. Kamera görüntüleri de vardır. İnceleyin gerekeni yapın,,,,
181,"Duenca firmasından alışveriş yaptım. Elbisenin bedenini yanlış seçtiğimi söyledim. Ve bana elbisenin bedenini düzeltmelerini istedim. Bu konuda yardımcı olmalarını istedim. Fakat yardımcı olamayacaklarını söylediler. Stop bitebileceğini söylediler. Ben de buna dayanarak dedim ki, elbisenin normal, doğru olan bedenini bir daha sipariş edeyim. Siz ilk siparişimdeki elbiseyi iptal edin. Bana ikinci siparişimdeki doğru bedeni gönderin dedim. Tamam dediler. Diğer iptal eden ürünün de iadesini pazartesi günü sağlayın dedim. Tamam dediler. Yine aynı şekilde. Fakat mesajlarda da göreceğiniz üzere, bana elbisenin yanlış bedenini gönderdiler. Ve kritik bir zamanda olduğunu söylememe rağmen, yanlış bedenini gönderdiler. Doğru bedeni için değişim sağlayabilirsiniz dediler. İademi de pazartesi yapacaklarını söylemelerine rağmen, 14 gün içerisinde iade yapacaklarını söylediler. Ve ben şu anda mağdur oldum. Hem 14 gün boşuna para bekleyeceğim. Ben yani, eğer böyle yapacaklarını bilseydim, neden bir ikinci sipariş oluşturup, elbisenin doğru bedenini sipariş edeyim ki, niye bir daha para iadesi bekleyeyim sizden? Ve asla hiçbir şekilde yardımcı olmuyorlar. Böyle otomatik mesaj atar gibi mesajlar atıyorlar. Bir daha asla bu siteden alışveriş yapmayacağım. Herkes de bunun ne olduğunu bilsin. Siparişinizi alıyorlar. Tamam diyorlar, söylüyorlar, geçiştiriyorlar. Ama sonra asla işlerini takip etmiyorlar.",,,,
182,Trendyol'dan aldığım 8465301301 teslimat numaralı karne günü mezuniyet hediyesi olarak öğrencilerime aldığım hediyeler Trendyol expressin yanlış ildeki bir şubeye götürmesi yüzünden vaktinde gelemedi. Kendi hatalarının bedelini öğrencilerim ve ben ödeyeceğiz çok üzgünüm. Sabahtan beri arıyorum özür diliyorlar ama çözümü yokmuş.,,,,
183,"Seferimize 4 saat kala biletlerimiz bir mesajla iptal edildi. Üstelik mesaj normal bir numaradan geldi ve tesadüfen mesajı gördük. Metro Turizm'den şikayetçiyiz. Müşteri hizmetlerini aradığımızda evet iptal edildi ama başka alternatif boş aracımız bulunmamakta diye geçiştirildik. Bari paramızı hemen iade edin dediğimizde böyle bir şeyin de mümkün olmadığını söylediler. Kısacası hiç yardımcı olmadılar, bizi mağdur ettiler. Ankara'dan Kuşadası'na böyle bir dönemde nasıl bilet bulabiliriz acaba? Hizmet kalitesi sıfır. İzin tarihlerimizi firmanın keyfine göre güncellememiz gerekiyor anladığımız kadarıyla. Mağduriyetimizin giderilmesini talep ediyoruz.",,,,
184,"Merhaba efendim, ilk önce ben siteye giriş yapamıyorum. Oyunun ortasında beni oyundan attı. Gerçekten çok yazık, yani bu kadar iyi bir site olmasına rağmen gerçekten çok yazık ve internette çekmesine rağmen beni siteden atıp duruyor. Bu sorun çözülsün efendim.",,,,
185,"Scotty kargom salı günü 20.44'TR tarafıma teslim edildi görünüyor ama teslim edilmedi. Üstelik o saatte evdeydim. Müşteri temsilcisi diye bir şeye ulaşmak mümkün değil, açmıyor. Eğer kargom tarafıma teslim edilemezse tüketici hakeme başvuracağım. Bu tarz bir sürü şikayet gördüm.",,,,
186,"Kız kardeşimin 11/05/2024 tarihinde ki düğününde giymek için aşağıdaki elbiseyi kiraladım 09/05/2024 tarihinde geldi. Geldiği dakikada elbisenin yaka kısmında bulunan bütün taşları dökülmüştü, teslim edildikten 1 saat sonra geri iade için ürün kargodaydı. Ne yazık ki başka bir elbise bulmak için seferber oldum. Bu kadar ünlü ve bu kadar reklam yapan bir firmadan böyle bir mağduriyet asla beklemezdim. Güya bütün ürünler kurutemizleme ve ütün kontrolü yapılıp gönderiliyor. Hadi bu dediklerinizi yapmadınız, ya bunu paketleyen kişide mi görmedi, ürünü o şekilde nasıl kargoya gönderdi. İade sürecimle ilgili bir geri dönüş mail ya da mesaj almadığım için 06/06/2024 tarihinde mesaj attım bana iadenin gün içinde yatacağı söylendi. Ürüne 7.050 TL ödeme yaptığım halde bana yatacak tutarın 6.000 TL olacağı kuru temizleme ve hizmet bedelinin iadeye tabi olmadığı söylendi ben bu elbiseyi sadece 1 dakikalığına denedim ve geri gönderdim. Mağduriyetimle alakalı ne özür dilendi ne mahcup olundu tam tersi sanki mağdur eden benmişim gibi bir tavır takınıldı. Giymediğim elbisenin ne kuru temizleme ne de hizmet bedelini ödeme yükümlülüğüm var. Zaten firmanın geri dönüş mesajlarından da bu durumlara alışkın olduklarını gayet rahat ve umursamaz durmalarından anladım. Bu olaydan sonrada yasal hakkımı arayacağım. Toplamda 7.050 liranın hesabıma yatmasını istiyorum.",,,,
187,"Yapı Kredi hesabımdan benden hiçbir onay alınmadan, adını ilk defa duyduğum Xsolla Uplay isimli yerden 2.932,94 TL alındı. Böyle bir şey nasıl olabilir. Nasıl bir sistem ki onay alınmadan para çekiliyor. Ek te güncel ekstre mevcut. Paramı geri ödeyin",,,,
188,"Hizmet sıfır. Para çekme işlemi hikaye. 48 saat dolunca diyorlar, her neyse sorun olduysa bakiyeyi aktarın veya iptal edin, başka hesap deneyin. Payco hesabıma aktarım istedim. Aktarılıyor, başka hesap deneyin. 48 saat daha kazanacaksınız, öyle vermemek için hikaye. Bu site para filan vermiyor. 1200 TL ödemek bu kadar zor mu? Bunca sitede oynadım, 5 dakika geçmedi, kafadan belli.",,,,
189,"Instagram'a sorunsuz bir şekilde giriş yapabiliyordum. Daha sonra Instagram'a girdiğimde akış yenilenmedi. İlk hesabımdan çıkış yaptım, ana hesabımdan da attı ve Instagram'ı kullanamadım. Çıkış yaptım, tekrar girmeye çalıştığım halde giremedim. Kullanıcı adım ve şifrem kesinlikle doğru, zaten yanlış diye bir uyarı da vermiyor. Ama başka telefonlardan ve kendi telefonumdan Google'dan giriş yapabiliyorum, sadece uygulamadan giriş yapmıyor. Şifremi yenilemek için telefona kod geliyor, onu giriyorum yine olmuyor. Şifreyi değiştirmek için e-posta adresi seçeneğine tıklıyorum, mesaj gelmiyor. Hiçbir şekilde giriş yapamıyorum. Hesabım çalınmadı, ondan eminim. Durduk yere akış yenilenmedi ve Instagram'ı kullanamadım. Çıkış yapıp tekrar girmek istediğimde ise olmadı. Lütfen yardımcı olunmasını arz ederim.",,,,
190,"Dijitsu TV aldım, arızalı çıktı, servise gönderdim, televizyonu tamir ettik dediler geri gönderdiler fakat kumandası, ayakları ve evraklarımı göndermemişler. Talepte bulunduğumda da servis videosu istiyorlar. Fakat Niğde de yetkili servis yok. Video atamıyoruz o yüzden. Kumanda ve ayakları göndermiyorlar. Saçma sapan bir durum. Kesinlikle böyle bir firmadan uzak durulmalı.",,,,
191,Tekirdağ Kapaklı yıldızkent Mahallesi Akşam saat 6 dan sonra damla Damla Su geliyor her akşam işten geliyoruz duş bile alamıyoruz. Çamaşır makinesi çalışmıyor su damla damla geldiği için sabaha kadar aynı kaç gündür çıldıracağım artık. Lütfen artık bir çözüm bulun sıcaklar deli edecek,,,,
