id,text
87,@kerimcalender @BtcTurkDestek hiç güvenmedim ve arkadaşlarıma güvenmemek gerektiği konusunda tavsiye verdim. sonuç 1 masa 4 sandalye sözünün en net hali..@btcturkdestek
88,@Alfii84 @btcturkprotr @BtcTurkDestek Yeterli mi dostum? Gizli ortağı mısın btc nin hayırdır 😂
89,19.062024 tarihinde Trendyol Yemek üzerinden verdiğim Pizza Hut siparişi bana teslim edilmedi. Telefonum kapanmıştı fakat adresteydim (Adres çok merkezi bulması aşırı kolay basit bir yer) Zil çalınmadı kapı tıklanmadı. 1-2 saat geçti (Bilgisayar üzerinden arayüz olmadığından iletişime geçemiyorum) Telefonumu geri şarj edip açabildiğimde iptal ettiklerini gördüm. Ücret iadesini sorduğum da ise \
90,Yeni adresimizdeyiz⚠️Giriş yapabilirsiniz📲
91,#FileninSultanlarıiçin özel uçak mı gönderirsiniz Elon Musk'a parayı verir Space 'le mi getirirsiniz @tssdestek ❓ Tercih sizinher şeyi hak ediyorlar .
92,@VodafoneDestek dmden bilgileri yazdım ne zaman cevap vereceksiniz?
93,S sportta bazı UFC maçlarını izleyemiyorum. Nedenini öğrenebilir miyim? Özellikle eski UFC maçlarını izleyemiyorum. Maçı açtığımda bir türlü başlamıyor internetim açık olduğu halde. Bunun nedenini merak ettiğim için size soruyorum. Lütfen problemimle ilgilenir misiniz?
94,@AcemiBo56505200 Hiçbir şey için geç değil 🍕😉
95,@SetrabetDestek 435082220.. spor bonusu...#millitakım #denemebonusu heyecanı #türkiye ile @SetrabetDestek de yaşanır
96,2553702941 numaralı Netspeed ıss internet abonesiyim. 15 Mart 2024 itibarıyla internette gördüğüm 35 MB hızında 289 TL'ye 12 ay peşin ödeme imkanı sunması nedeniyle Millenicom'daki aboneliğimi sonlandırıp Netspeed şirketine aboneliğimi devrettim. Ancak daha ilk gün DSL sinyali gelmedi. Müşteri hizmetlerini aradığımda defalarca modem kurulumu denemeleri farklı bir modemle testte dahil sorunu müşteri kaynaklı gösterme çabalarına maruz kaldım ve kendi talebimle saha ekiplerine yönlendirme ile konuyu çözüme kavuşturdum. 16 Mart'ta interneti kullanmaya başladım.\n20 Mart'ta tekrar DSL sinyali gitti. Destek kaydı açtım birkaç saat bu kayıtla ilgili bir geri dönüş alamadığımdan müşteri hizmetlerini aradım bana sahada bakım çalışmaları kaynaklı olarak kendilerinin manuel bir işlem ile sorunu çözmeleri gerektiğini söyleyip tekrar sinyal gelmesini sağladılar.\nDestek kaydı açtım neden aramam gerektiğini sordum. 'sizi bu kayıtlar prosedür icabı mı kullanılıyor? ' dediğimde destek kaydı üzerinden işlerin yavaş ilerlediği gibi absürt bir cevap aldım.\nBugün 21 Mart tekrar DSL sinyali yok. Destek kaydı açtım geri dönüş yok müşteri hizmetlerini arıyorum açan yok. Toplamda bir haftada 3 gün interneti kullanamadım. Şikayetvar'daki firmaya ait bu tarz şikayetleri görmüş ve abonelik sırasında sorgulamıştım. Yazılanları Netspeed bana deprem bölgesi kaynaklı bu bölgelere ait şikayetler olduğunu altyapı tahribatı nedeniyle genel olduğunu söyledi ki ben İstanbul'dayım. Ama tecrübe yaşamadan kazanılmıyor.\nNetspeed'in fiyatına aldanıp abone oldum ama kesinlikle pişmanım. Sürekli kesilen internet arızalarda muhatap bulamamak destek kayıtlarının 1-4 iş günü içinde çözüleceği yanıtı (sözde 7/24 çalışan) 08:00-18:00 arası ulaşılabilen müşteri hizmetleri hepsini alt alta koyduğunuzda piyasadaki en pahalı aynı kategorideki ıss opsiyonları çok daha makul kalıyor.\nEn azından 289 TL verip yarım yamalak sürekli arızalı ve vasat bir müşteri deneyimi almaktansa 500 TL verip tam hizmet almak daha mantıklı. Bir haftalık deneyimle tecrübe etmiş bir kullanıcı olarak yarım yamalak verilen internet hizmeti başarısız destek hizmeti ve mesai saatleri dışında ulaşılamayan (ulaşsanız da ilk önce sorunu müşteride görme anlayışına sahip) müşteri hizmetleri.\n\nYaşadıklarıma ait görseller ektedir kullanamadığı internete para ödemek isteyen saç baş yolduracak hizmet arayanlar abone olabilirler.
97,İnsanları çileden çıkartmak için bire birsiniz :) @ucurbenipegasus @pegasusdestek
98,Yaklaşık 10 gündür bilmediğim sebeplerden dolayı internete erişim konusunda sorun yaşıyorum. Bunun üzerine Türk Telekom müşteri hizmetlerini arayıp arıza kaydı oluşturdum. Ancak ne yazık ki herhangi bir ekip gelip incelemede bulunmadı. Bunun üzerine müşteri hizmetlerini 10 Haziran 2024 tarihinde tekrar aradım. Şikayetim üzerine 4592334383 numaralı yeni bir işlem kaydı açtılar. O tarihten beri tarafıma ne bir bilgilendirme geldi ne de ekipler gelip arızayla ilgilendi. Yaklaşık 10 gündür tarife ücretini ödememe rağmen internet hakkımdan faydalanamıyorum. Bayram mesaisinden sonra yapacağım ilk iş Tüketici Hakem Heyeti'ne başvurmak olacak.
99,Merhaba Mubi; benden üyelik yenileme onayı almadan hesabımdan 828 TL yi direk çekti Paramın iadesini istiyorum. Üyelik yenileme işlemi yapmadığım halde benim hesabımdan para çekildi. Şikayetçiyim paramın iadesini istiyorum. Lütfen yetkilileri yardıma çağırıyorum
100,Çözmüş olduğunuzu söylediğiniz sorun kredi kartımda tekrarladı. Kullanılabilir limitim tekrar eksi bakiyeye düştü ve bugün kredi kartımın ekstre kesim tarihi. Konuyu müşteri hizmetlerine ilettiğimde ise "herşey normal görünüyor" cevabını alıyorum!@Akbank @AkbankDestek #akbank
101,Sayın @TC_Disisleri @disisleridestek Bakanım @MevlutCavusoglu savunma bakanim sayın @HulusiAkarMSB_ Işlem için BaşkonsoloslukLara gelen vatandaşlar lüzumsuz Evrakların istenip tercümesi maddi sorun yaşayan için yük oluyor. Hem çifte vatandaş olun deniliyor hemde sorun ediliyor
102,Tarih 18.06.2024 23:40 müşteri hizmetlerine bağlanmak için tam 41 dakikadır bekledim ve hala da bağlanamadım. En son telefonu kapattım. Ya sizin müşteri temsilcileriniz müşterilerle telefon konuşmalarını gereksiz uzatıyor ya da çalışan sayınız çok çok çooooooook az. Koskoca Vodafone olarak bir müşterin telefonda 41 dakika müşteri temsilcisine bağlanmayı bekledi. Bu ayıp size yeter. Lütfen bunu bir an önce çözün.
103,Xbox Game Pass para iadesi yapmak istiyorum. Arkadaşımın kartından hem kendisine hem kendime game pass satın almıştık. Şu an iade etmek istiyoruz ama arkadaşımın kartı kayıp olduğu için kendi kartımı ekledim iade yapmamız durumunda para eski karta mı gidecek yeni eklediğim karta mı gelecek
104,@YouwinDestek 1 haftadan beri canlı destek hizmeti alamadım
105,Kardeşim yayın niye yok yayın? @DSmartDunyasi @DSmartDestek
106,Merhaba biz 08.06.2024 tarihinde kızımın Bodrum'da yaşadığı evin bir aydır devam eden modem sorununu Türk Telekom'a bildirdik. Arıza kaydı açıldı ama 12 gün boyunca gelen giden olmadı. Ardından Türk Telekom'a şikayet kaydı oluşturduk ve en geç 19.06 tarihinde sorunun giderileceği sözünü aldık. Ama dün bu tarih de doldu bir buçuk ayda kızımın cep telefonu faturası şişti. Herhangi bir dönüş yok.\nArıza kayıt numarası: 4601901553\nTürk Telekom kadar ilgisiz bir işletme olamaz.
107,Gaziantep Şahinbey'de 75. Yıl Mahallesi'nde ikamet etmekteyim. Yaklaşık bir aydır internet servisimiz bulunmamaktadır. Kablo çalınması sonucu arıza yaşandı ve durumu bildirdik; 30 Ocak'ta servisin geleceği bilgisi verildi. Bu iki aylık süre zarfında hizmet alamamama rağmen şirket ısrarla fatura göndermeye devam ediyor ve kullanmadığım internet hizmeti için ücret talep ediyor. Hem mağduriyet yaşıyorum hem de ödeme yapmak zorunda bırakılıyorum.
108,Rüzgarnet isimli internet şirketinden 7-8 ay evimize internet bağlattık. Satın aldığımız pakette s/100mb hız gösteriyordu. Bu hız da yaklaşık s/12 MB'a denk geliyor. Fakat bağlattığımız günden beri s/1MB hızını geçemedik. Bunların yanı sıra günlerce internet kesintisi yaşıyoruz. Teknik desteği aradığımızda ise hiçbir cevap alamadık. 2 gün içinde geleceklerini söylediler ama 5 ayı aşkındır gelen giden yok. Durum böyle giderse Tüketici Hakları'na başvurmaktan çekinmeyeceğiz. Çünkü interneti bağlattığımızdan beri interneti doğru düzgün kullanamadık. İnternet şirketi ise bizi sürekli oyalamaktan başka bir şey yapmadı. Durumun ne kadar ciddi olduğunu eklediğim görsellerden de anlayabilirsiniz.
109,@barbarosansalfn @igdasdestek Elektrik Aralık-2019158tl ocak 2020 625tl şubat 702 tl. Mart 522 tl nisan 425 tl su ise otomatiğe bağlanmış vaziyette 3 aydır 14840 tl. Ama ben Mugla'da oturuyorum. Her yer aynı değişmiyor.
110,1 gün kullansanız da aylık ödüyorsunuz. Bana ödemeler ayın 15 dediler sonra 10 sonra 1 sürekli değişiyor. Hattı aldıktan 1 hafta sonra aylık fatura geldi. Kapatırken de aylık almaktalar internet dondurma olmuyor kapatırken de kullanmadığınız önünüzdeki internet ücretini alıyorlar bir de hat parası 600 lira alıyorlar. Hep sistem böyle diyerek geçiştiriyorlar. Hat gönderiyorlar 200 TL kargo parasını ödüyorsunuz.
111,@eveavee @KYK_DESTEK @GSBgenclik @GSB_KYGM ya kardeşim eve çıksan bir tane poğaça ile kahvaltı yapacaksın ailenin yanın da olsa eminim bu şekilde olmayacak kahvaltın... nesi var Allah aşkına bu kahvaltının
112,En ufak bir yağmurda elektriklerin kesilmesini aklım almıyor.Haftanın 3-4 günü elektrik kesintisi oluyor Tuzla Mercan’da.Yeter artık ! @ibbBeyazmasa @ayedasdestek Elektrik ne zaman gelecek? #SinirEdenSorular
113,bu kadar mı kötü bir call center hizmeti olur @AkbankDestek
114,Mubi Kredi Kartı Bilgilerimi Silmeme İzin Vermiyor. Mubi aboneliğimi sonlandıralı bir hayli zaman oldu bu esnada başka bir siteden epostam çalındı. Şimdi güvenlik için kredi kartı bilgilerimi tüm sitelerden siliyorum ama Mubi yeni bir kart kaydetmeden eski kartı silmemize izin vermiyor saçma bir şekilde.
115,Urun 2.el ya da defolu geldi. Tutamac kisminda defo mevcut
116,Koçtaş'tan Bosch 15 kg'lik 25 jül darbe gücü kırıcı delici aldım. 26 bin TL ödedim. Bana 10 kg'lık 16 jül sadece kırıcı özellikli bir ürün gönderdiler. Değeri 19 bin TL. Ürünü geri gönderdik ancak dış karton kutusu yırtık olduğu için kabul etmediler. Kullanılmış dediler. Kesinlikle kabul etmiyorlar. Aldığım ürünün özellik açıklamasının ekran görüntüleri bende mevcut. Bayram tatili dönüşü hukuki süreci başlatacağız.
117,Blutv adlı dijital platform üyeliği başlattım. TV de içerikler açılmadı. Hiç beklemeden Temsilciyle iletişime geçip içeriklerin açılmadığını belirttim cihazımın uyumlu olmadığını belirttiler iptal ve iade işlemi talep ettim vermiş olduğum ücreti iade edemeyeceklerini belirtip asla yardımcı olmadılar. Üyeliği alalı 15 dakika olmuş hiçbir şekilde hizmet alamayacağım bir platforma 139 TL ödeme yapmış oldum. Müşteri memnuniyeti sıfır. Temsilci hazır kalıp cevapları kopyalayıp yapıştırdı. Sorunuma çözüm sağlanmasını talep ediyorum.
118,Yeter artık. Bu reklam işinden çıktı telefon sapığı gibi günde kırk defa aranmaya başladık . Engellemekle bitmiyor. Insanları bu sinir bozucu tacizcilerden kurtaracak bir mercii yok mu?#emniyetgm#Telekom#superonline #UAbakanligi
119,Pttcell den hattımı başka bir GSM firmasına taşıdım. Taşımadan önce Pttcell müşteri hizmetlerini arayarak cayma bedelini öğrendim 347 TL civarı idi şu an bana fatura kesilmiş 604 TL ben 2 ay dolmadan ayrıldım 2 ayda neyin indirimi yapıldı bu kadar acilen faturamın düzeltilmesini talep ediyorum. Yoksa gerekli mercilere başvuracağım bilginiz olsun...
120,#metroturizm araçları en az 1 saat gecikme ile hareket ediyor. Evinizden boşuna erken çıkmayın. Şu anda 23:45 aracı kalktı @metrodestek
121,3 ay önce almıştım. Yeni deneme fırsatım oldu. Bugün acil traş olup işe geçecektim yüzüme sürüyorum hiç almadı. Bir tane bile kılı kesmedi! Sakın almayın rezalet bir şey. İndirimde diye bir sürü almıştım. Şimdi bu kesmeyen traş bıçaklarını ne yapacağımı bilmiyorum :( Amazondan alıp memnun olmadığım tek ürün. Suç ürünün kalitesizliğinde.
122,@bozdag1977 İtirazınızla ilgili incelemeler devam etmekte olup sonuçlandığında tarafınıza bilgilendirme yapılacaktır.
123,Millenicom aboneliğimi sonlandırmak istedim defalarca ısrar ettiler neden diye boğdular ısrarları ile. En sonunda iptal ettirebildim ama şimdi de modemi kargoyu siz ödeyerek gönderin dediler. Bak bak olmuş bir kargo en az 150 lira sonlanan aboneliğime rağmen bir de ben verecekmişim parayı. Anlaşmalı kargo kodu vb. Hiçbir şey vermedi. Parasını öde gönder dendi. Bu nasıl bir kurumsallık lafta fiber internet en iyi internet derler. Sistemde ki aksaklığa bak. Ben bu kargo parasını ödemek zorunda değilim. Kurumsal hiçbir firma bu şekilde hizmet vermiyor. Karşı ödemeli göndereceğim iade geldikçe yine göndereceğim yasal hakkımı arayacağım şüpheniz olmasın.
124,@DigiturkDestek yahu bana 49 tl sadece kendi takımım için fiyat çektiniz kayınbiraderime 42 tl ye hd cihazla tüm maçları vermişsiniz ne iş?
125,Ziraat Bankası biraz önce telefonuma gelen mesajla tarafıma bir harcama bildirmiştir. Google GPay bünyesinde kayıtlı olan kartımın e***************@gmail.com Google hesabımın başkasının eline geçmesiyle tarafımdan habersiz kullanıldığı aşikardır. 19.06.2024 tarihinde yurt dışından yapılan 212091₺ harcama tarafımdan habersiz yapılmıştır. Kredi kartı ekstreme yansıyan bu tutardan ötürü son derece mağdurum ve bu tutarın iadesini rica ediyorum. Tarafıma yapılan bilgilendirme mesajı şudur: son 4 hanesi 3065 olan kartınızla 2120.91 TL tutarında Etsy dubl adlı firmada/KURUMDA işlem yapılmıştır. Bilgi için 08502200000 B001
126,Fransız işadamlarından Türkiye çıkarması: http://kobidestek.org/fransiz-isadamlarindan-turkiye-cikarmasi/
127,Neden 2 adet su faturası geldi bu ay? @iskignmudurlugu @iski_destek
128,pazar günü sipariş verdim pazartesi elimdeydi. harika
129,Site sebepsiz yere hesabımı dondurdu. Daha sonra benden kimlik ve kişisel bilgilerimi istediler. Hesabı açmak için Skype görüşmesi tarihi verdiler ancak görüşmeye gelmediler. Daha sonra görüşme olmadan doğrulanacak dendi yine de olmadı. Gönderdiğim maillere cevap vermediler. Para çekerken keyfi olarak komisyon alıyorlar. Bu firmada kesinlikle oyun oynamayın 2375 TL param gitti.
130,Uzun yıllardır kullandığım 23790477 numaralı abonelik üzerinden 10.06.2024 tarihinde yaşamış olduğum internet kesintisine ilişkin hizmet sağlayıcı şirketim bugün itibariyle halen herhangi bir çözüm üretmemiştir. 6 gün boyunca sürekli arayıp şikayet kaydı oluşturmama ve tarafıma dönüş yapılacağı bildirilmesine rağmen tarafıma bilgi verilmemiş kendi aramalarım sonucunda ise net ve kesin bir bilgi alamamış durumdayım. İnternetim 6 gündür yok ve buna bağlı olarak aynı hizmet sağlayıcısından kullanmış olduğum TV servisinden de yararlanamıyorum. Yaşamış olduğumuz dönem itibari ile bir çok iş ve işlemin internet yolu ile yapıldığını göz önüne aldığınızda her geçen gün mağduriyetim artmaktadır. Mağduriyetimi defalarca bildirmiş olmama rağmen çözüm üretilmedi ve mağduriyetim giderilmedi. Ne zaman çözüm üretileceği konusunda da net bir bilgilendirme yapılmamıştır. Defalarca 24 saat içinde ekipler yönlendirilecek denilmesine rağmen gelen herhangi bir ekip yok. Karşılığını fazlasıyla aldığınız ve sorumluluğunuz olan hizmeti yerine getirmeniz için günlerdir bekliyoruz... İnternet altyapısı olan bir bölgede insanları mağdur etmeye hakkınız yok Superonline nın da müşteri talep ve şikayetlerine karşı lakayıt kaldığını acı bir tecrübe ile görmüş olduk. Bu durumla ilgili ayrıca BTK şikayet kaydı oluşturulmuştur. Bayram sonrasında da tüm telefon ve internet aboneliklerimi farklı bir şirkete aktaracağım. Bilgilerinize...
131,Tunca Vadisi Tabiat Parkı'nın tabii yapısına zarar verecek faaliyetlerin önünü açmak için statü verildiği yönündeki iddialar gerçek dışıdır.
132,Bağcılar Yıldıztepe Mah. 581. Sk. 7 numara doğalgaz kutusu etrafı çökmüş durumda kutu hasarlı tehlike arz etmektedir. @igdasdestek
133,Daha az önce 5. Kişiyle görüştüm ama nedense işlemlerim çözümlendi denmesine karşın halen daha sistemde çözülmemiş gözüküyor…@Akbank @AkbankDestek
134,ÇOK SEVGİLİ @VodafoneDestek20 gündür bir işlemi çözüm yoluna koyamadınız. her defasında hallettik dediniz bir şeyin halledildigi yok.İnsanları aptal yerine koyuyorsunuz. Yakışmıyor size.arayın görüşelim.
135,15 kat fazla uzun ömürlü.Pahalıdan ucuzu yok.
136,Hızla geldi. Teşekkür ederim. Marvis'in özellikle sigara içenler içenini kullanıyorum sigara içmediğim halde. Müthiş bir beyazlık sağlamakta.
137,Ben Vodafone kuponu ile kayıt oldum. Banka kartımdan otomatik nakit çekti. Üyeliğimin iptalini paramın iadesini talep ediyorum...
138,Pegasusun müşteri hizmetlerini aradığımda neden dakika başına 1.5 TL ödüyorum @pegasusdestek @ucurbenipegasus
139,Kredi başvurusunda bulunup oranda anlaşıp sonra bunu pazartesi salı açıklanacak oranla hesaplarız demek nedir @KTDestek @kuveytturk
